sequence_id,refseq,region,start_index,end_index,start,end,gene,gene_id,genbank,ensembl
NW_018654723.1,RefSeq,sequence_feature,0,9508,1,9509,,,, 
NW_018654723.1,BestRefSeq,gene,0,2423,1,2424,ZFP1,162239,, 
NW_018654723.1,BestRefSeq,mRNA,0,2423,1,2424,ZFP1,162239,NM_153688.4, 
NW_018654723.1,BestRefSeq,exon,0,2423,1,2424,ZFP1,162239,NM_153688.4, 
NW_018654723.1,BestRefSeq,CDS,0,523,1,524,ZFP1,162239,NP_710155.2, 
NW_018654723.1,BestRefSeq,mRNA,0,2423,1,2424,ZFP1,162239,NM_001318476.2, 
NW_018654723.1,BestRefSeq,exon,0,2423,1,2424,ZFP1,162239,NM_001318476.2, 
NW_018654723.1,BestRefSeq,mRNA,0,2423,1,2424,ZFP1,162239,NM_001318471.2, 
NW_018654723.1,BestRefSeq,exon,0,2423,1,2424,ZFP1,162239,NM_001318471.2, 
NW_018654723.1,BestRefSeq,CDS,0,523,1,524,ZFP1,162239,NP_001305400.1, 
NW_018654723.1,BestRefSeq,mRNA,0,2423,1,2424,ZFP1,162239,NM_001318473.2, 
NW_018654723.1,BestRefSeq,exon,0,2423,1,2424,ZFP1,162239,NM_001318473.2, 
NW_018654723.1,BestRefSeq,CDS,0,523,1,524,ZFP1,162239,NP_001305402.1, 
NW_018654723.1,BestRefSeq,mRNA,0,2423,1,2424,ZFP1,162239,NM_001318474.2, 
NW_018654723.1,BestRefSeq,exon,0,2423,1,2424,ZFP1,162239,NM_001318474.2, 
NW_018654723.1,BestRefSeq,CDS,0,523,1,524,ZFP1,162239,NP_001305403.1, 
NW_018654723.1,BestRefSeq,mRNA,0,2423,1,2424,ZFP1,162239,NM_001318472.2, 
NW_018654723.1,BestRefSeq,exon,0,2423,1,2424,ZFP1,162239,NM_001318472.2, 
NW_018654723.1,BestRefSeq,CDS,0,523,1,524,ZFP1,162239,NP_001305401.1, 
NW_018654723.1,BestRefSeq,mRNA,0,2423,1,2424,ZFP1,162239,NM_001318469.2, 
NW_018654723.1,BestRefSeq,exon,0,2423,1,2424,ZFP1,162239,NM_001318469.2, 
NW_018654723.1,BestRefSeq,CDS,0,523,1,524,ZFP1,162239,NP_001305398.1, 
NW_018654723.1,BestRefSeq,mRNA,0,2423,1,2424,ZFP1,162239,NM_001318475.2, 
NW_018654723.1,BestRefSeq,exon,0,2423,1,2424,ZFP1,162239,NM_001318475.2, 
NW_018654723.1,Curated Genomic,pseudogene,22583,23452,22584,23453,RPS4Y1P1,441774,, 
NW_018654723.1,Curated Genomic,exon,22583,23452,22584,23453,RPS4Y1P1,441774,, 
NW_018654723.1,RefSeqFE,enhancer,29552,29846,29553,29847,,121847992,, 
NW_018654723.1,RefSeqFE,biological_region,29552,29846,29553,29847,,121847992,, 
NW_018654723.1,BestRefSeq,gene,34305,40145,34306,40146,CTRB2,440387,, 
NW_018654723.1,BestRefSeq,mRNA,34305,40145,34306,40146,CTRB2,440387,NM_001025200.4, 
NW_018654723.1,BestRefSeq,exon,40087,40145,40088,40146,CTRB2,440387,NM_001025200.4, 
NW_018654723.1,BestRefSeq,exon,36292,36395,36293,36396,CTRB2,440387,NM_001025200.4, 
NW_018654723.1,BestRefSeq,exon,36115,36194,36116,36195,CTRB2,440387,NM_001025200.4, 
NW_018654723.1,BestRefSeq,exon,35944,36022,35945,36023,CTRB2,440387,NM_001025200.4, 
NW_018654723.1,BestRefSeq,exon,35535,35715,35536,35716,CTRB2,440387,NM_001025200.4, 
NW_018654723.1,BestRefSeq,exon,34975,35108,34976,35109,CTRB2,440387,NM_001025200.4, 
NW_018654723.1,BestRefSeq,exon,34305,34524,34306,34525,CTRB2,440387,NM_001025200.4, 
NW_018654723.1,BestRefSeq,CDS,40087,40137,40088,40138,CTRB2,440387,NP_001020371.3, 
NW_018654723.1,BestRefSeq,CDS,36292,36395,36293,36396,CTRB2,440387,NP_001020371.3, 
NW_018654723.1,BestRefSeq,CDS,36115,36194,36116,36195,CTRB2,440387,NP_001020371.3, 
NW_018654723.1,BestRefSeq,CDS,35944,36022,35945,36023,CTRB2,440387,NP_001020371.3, 
NW_018654723.1,BestRefSeq,CDS,35535,35715,35536,35716,CTRB2,440387,NP_001020371.3, 
NW_018654723.1,BestRefSeq,CDS,34975,35108,34976,35109,CTRB2,440387,NP_001020371.3, 
NW_018654723.1,BestRefSeq,CDS,34363,34524,34364,34525,CTRB2,440387,NP_001020371.3, 
NW_018654723.1,BestRefSeq,gene,52010,55135,52011,55136,CTRB1,1504,, 
NW_018654723.1,BestRefSeq,mRNA,52010,55135,52011,55136,CTRB1,1504,NM_001906.6, 
NW_018654723.1,BestRefSeq,exon,52010,52068,52011,52069,CTRB1,1504,NM_001906.6, 
NW_018654723.1,BestRefSeq,exon,52965,53068,52966,53069,CTRB1,1504,NM_001906.6, 
NW_018654723.1,BestRefSeq,exon,53166,53245,53167,53246,CTRB1,1504,NM_001906.6, 
NW_018654723.1,BestRefSeq,exon,53338,53416,53339,53417,CTRB1,1504,NM_001906.6, 
NW_018654723.1,BestRefSeq,exon,53645,53825,53646,53826,CTRB1,1504,NM_001906.6, 
NW_018654723.1,BestRefSeq,exon,54266,54399,54267,54400,CTRB1,1504,NM_001906.6, 
NW_018654723.1,BestRefSeq,exon,54916,55135,54917,55136,CTRB1,1504,NM_001906.6, 
NW_018654723.1,BestRefSeq,CDS,52017,52068,52018,52069,CTRB1,1504,NP_001897.4, 
NW_018654723.1,BestRefSeq,CDS,52965,53068,52966,53069,CTRB1,1504,NP_001897.4, 
NW_018654723.1,BestRefSeq,CDS,53166,53245,53167,53246,CTRB1,1504,NP_001897.4, 
NW_018654723.1,BestRefSeq,CDS,53338,53416,53339,53417,CTRB1,1504,NP_001897.4, 
NW_018654723.1,BestRefSeq,CDS,53645,53825,53646,53826,CTRB1,1504,NP_001897.4, 
NW_018654723.1,BestRefSeq,CDS,54266,54399,54267,54400,CTRB1,1504,NP_001897.4, 
NW_018654723.1,BestRefSeq,CDS,54916,55077,54917,55078,CTRB1,1504,NP_001897.4, 
NW_018654723.1,BestRefSeq,mRNA,52010,55135,52011,55136,CTRB1,1504,NM_001329190.2, 
NW_018654723.1,BestRefSeq,exon,52010,52068,52011,52069,CTRB1,1504,NM_001329190.2, 
NW_018654723.1,BestRefSeq,exon,52965,53068,52966,53069,CTRB1,1504,NM_001329190.2, 
NW_018654723.1,BestRefSeq,exon,53166,53245,53167,53246,CTRB1,1504,NM_001329190.2, 
NW_018654723.1,BestRefSeq,exon,53338,53416,53339,53417,CTRB1,1504,NM_001329190.2, 
NW_018654723.1,BestRefSeq,exon,53645,53825,53646,53826,CTRB1,1504,NM_001329190.2, 
NW_018654723.1,BestRefSeq,exon,54916,55135,54917,55136,CTRB1,1504,NM_001329190.2, 
NW_018654723.1,BestRefSeq,CDS,52017,52068,52018,52069,CTRB1,1504,NP_001316119.1, 
NW_018654723.1,BestRefSeq,CDS,52965,53068,52966,53069,CTRB1,1504,NP_001316119.1, 
NW_018654723.1,BestRefSeq,CDS,53166,53245,53167,53246,CTRB1,1504,NP_001316119.1, 
NW_018654723.1,BestRefSeq,CDS,53338,53416,53339,53417,CTRB1,1504,NP_001316119.1, 
NW_018654723.1,BestRefSeq,CDS,53645,53825,53646,53826,CTRB1,1504,NP_001316119.1, 
NW_018654723.1,BestRefSeq,CDS,54916,55121,54917,55122,CTRB1,1504,NP_001316119.1, 
NW_018654723.1,BestRefSeq,gene,56598,58418,56599,58419,LOC100506281,100506281,, 
NW_018654723.1,BestRefSeq,lnc_RNA,56598,58418,56599,58419,LOC100506281,100506281,NR_109777.1, 
NW_018654723.1,BestRefSeq,exon,56598,56617,56599,56618,LOC100506281,100506281,NR_109777.1, 
NW_018654723.1,BestRefSeq,exon,56708,56940,56709,56941,LOC100506281,100506281,NR_109777.1, 
NW_018654723.1,BestRefSeq,exon,57035,57212,57036,57213,LOC100506281,100506281,NR_109777.1, 
NW_018654723.1,BestRefSeq,exon,57306,57521,57307,57522,LOC100506281,100506281,NR_109777.1, 
NW_018654723.1,BestRefSeq,exon,58205,58418,58206,58419,LOC100506281,100506281,NR_109777.1, 
NW_018654723.1,BestRefSeq,gene,58396,78372,58397,78373,BCAR1,9564,, 
NW_018654723.1,BestRefSeq,mRNA,58396,78372,58397,78373,BCAR1,9564,NM_001170719.3, 
NW_018654723.1,BestRefSeq,exon,78275,78372,78276,78373,BCAR1,9564,NM_001170719.3, 
NW_018654723.1,BestRefSeq,exon,72681,73301,72682,73302,BCAR1,9564,NM_001170719.3, 
NW_018654723.1,BestRefSeq,exon,67394,67555,67395,67556,BCAR1,9564,NM_001170719.3, 
NW_018654723.1,BestRefSeq,exon,67093,67209,67094,67210,BCAR1,9564,NM_001170719.3, 
NW_018654723.1,BestRefSeq,exon,65100,66197,65101,66198,BCAR1,9564,NM_001170719.3, 
NW_018654723.1,BestRefSeq,exon,64062,64151,64063,64152,BCAR1,9564,NM_001170719.3, 
NW_018654723.1,BestRefSeq,exon,58396,60238,58397,60239,BCAR1,9564,NM_001170719.3, 
NW_018654723.1,BestRefSeq,CDS,78275,78280,78276,78281,BCAR1,9564,NP_001164190.1, 
NW_018654723.1,BestRefSeq,CDS,72681,73301,72682,73302,BCAR1,9564,NP_001164190.1, 
NW_018654723.1,BestRefSeq,CDS,67394,67555,67395,67556,BCAR1,9564,NP_001164190.1, 
NW_018654723.1,BestRefSeq,CDS,67093,67209,67094,67210,BCAR1,9564,NP_001164190.1, 
NW_018654723.1,BestRefSeq,CDS,65100,66197,65101,66198,BCAR1,9564,NP_001164190.1, 
NW_018654723.1,BestRefSeq,CDS,64062,64151,64063,64152,BCAR1,9564,NP_001164190.1, 
NW_018654723.1,BestRefSeq,CDS,59726,60238,59727,60239,BCAR1,9564,NP_001164190.1, 
NW_018654723.1,BestRefSeq,mRNA,58396,73307,58397,73308,BCAR1,9564,NM_014567.5, 
