sequence_id,refseq,region,start_index,end_index,start,end,gene,gene_id,genbank,ensembl
NT_187607.1,RefSeq,sequence_feature,0,76352,1,76353,,,, 
NT_187607.1,BestRefSeq,gene,8557,203115,8558,203116,PARN,5073,, 
NT_187607.1,BestRefSeq,mRNA,8557,203115,8558,203116,PARN,5073,NM_001134477.3, 
NT_187607.1,BestRefSeq,exon,203045,203115,203046,203116,PARN,5073,NM_001134477.3, 
NT_187607.1,BestRefSeq,exon,202452,202529,202453,202530,PARN,5073,NM_001134477.3, 
NT_187607.1,BestRefSeq,exon,201027,201106,201028,201107,PARN,5073,NM_001134477.3, 
NT_187607.1,BestRefSeq,exon,200124,200191,200125,200192,PARN,5073,NM_001134477.3, 
NT_187607.1,BestRefSeq,exon,199961,200042,199962,200043,PARN,5073,NM_001134477.3, 
NT_187607.1,BestRefSeq,exon,190445,190505,190446,190506,PARN,5073,NM_001134477.3, 
NT_187607.1,BestRefSeq,exon,183500,183665,183501,183666,PARN,5073,NM_001134477.3, 
NT_187607.1,BestRefSeq,exon,181914,181979,181915,181980,PARN,5073,NM_001134477.3, 
NT_187607.1,BestRefSeq,exon,181137,181175,181138,181176,PARN,5073,NM_001134477.3, 
NT_187607.1,BestRefSeq,exon,179340,179382,179341,179383,PARN,5073,NM_001134477.3, 
NT_187607.1,BestRefSeq,exon,177002,177082,177003,177083,PARN,5073,NM_001134477.3, 
NT_187607.1,BestRefSeq,exon,172760,172816,172761,172817,PARN,5073,NM_001134477.3, 
NT_187607.1,BestRefSeq,exon,166157,166234,166158,166235,PARN,5073,NM_001134477.3, 
NT_187607.1,BestRefSeq,exon,159174,159217,159175,159218,PARN,5073,NM_001134477.3, 
NT_187607.1,BestRefSeq,exon,157605,157647,157606,157648,PARN,5073,NM_001134477.3, 
NT_187607.1,BestRefSeq,exon,157203,157278,157204,157279,PARN,5073,NM_001134477.3, 
NT_187607.1,BestRefSeq,exon,155037,155147,155038,155148,PARN,5073,NM_001134477.3, 
NT_187607.1,BestRefSeq,exon,153730,153799,153731,153800,PARN,5073,NM_001134477.3, 
NT_187607.1,BestRefSeq,exon,128510,128565,128511,128566,PARN,5073,NM_001134477.3, 
NT_187607.1,BestRefSeq,exon,126921,127007,126922,127008,PARN,5073,NM_001134477.3, 
NT_187607.1,BestRefSeq,exon,124877,124951,124878,124952,PARN,5073,NM_001134477.3, 
NT_187607.1,BestRefSeq,exon,55494,55683,55495,55684,PARN,5073,NM_001134477.3, 
NT_187607.1,BestRefSeq,exon,19744,19937,19745,19938,PARN,5073,NM_001134477.3, 
NT_187607.1,BestRefSeq,exon,8557,9628,8558,9629,PARN,5073,NM_001134477.3, 
NT_187607.1,BestRefSeq,CDS,200124,200185,200125,200186,PARN,5073,NP_001127949.1, 
NT_187607.1,BestRefSeq,CDS,199961,200042,199962,200043,PARN,5073,NP_001127949.1, 
NT_187607.1,BestRefSeq,CDS,190445,190505,190446,190506,PARN,5073,NP_001127949.1, 
NT_187607.1,BestRefSeq,CDS,183500,183665,183501,183666,PARN,5073,NP_001127949.1, 
NT_187607.1,BestRefSeq,CDS,181914,181979,181915,181980,PARN,5073,NP_001127949.1, 
NT_187607.1,BestRefSeq,CDS,181137,181175,181138,181176,PARN,5073,NP_001127949.1, 
NT_187607.1,BestRefSeq,CDS,179340,179382,179341,179383,PARN,5073,NP_001127949.1, 
NT_187607.1,BestRefSeq,CDS,177002,177082,177003,177083,PARN,5073,NP_001127949.1, 
NT_187607.1,BestRefSeq,CDS,172760,172816,172761,172817,PARN,5073,NP_001127949.1, 
NT_187607.1,BestRefSeq,CDS,166157,166234,166158,166235,PARN,5073,NP_001127949.1, 
NT_187607.1,BestRefSeq,CDS,159174,159217,159175,159218,PARN,5073,NP_001127949.1, 
NT_187607.1,BestRefSeq,CDS,157605,157647,157606,157648,PARN,5073,NP_001127949.1, 
NT_187607.1,BestRefSeq,CDS,157203,157278,157204,157279,PARN,5073,NP_001127949.1, 
NT_187607.1,BestRefSeq,CDS,155037,155147,155038,155148,PARN,5073,NP_001127949.1, 
NT_187607.1,BestRefSeq,CDS,153730,153799,153731,153800,PARN,5073,NP_001127949.1, 
