sequence_id,refseq,region,start_index,end_index,start,end,gene,gene_id,genbank,ensembl
NW_009646201.1,RefSeq,sequence_feature,0,27096,1,27097,,,, 
NW_009646201.1,RefSeq,sequence_feature,27097,176578,27098,176579,,,, 
NW_009646201.1,BestRefSeq,gene,31224,35195,31225,35196,OBP2B,29989,, 
NW_009646201.1,BestRefSeq,transcript,31224,35195,31225,35196,OBP2B,29989,NR_110243.2, 
NW_009646201.1,BestRefSeq,exon,35073,35195,35074,35196,OBP2B,29989,NR_110243.2, 
NW_009646201.1,BestRefSeq,exon,34078,34148,34079,34149,OBP2B,29989,NR_110243.2, 
NW_009646201.1,BestRefSeq,exon,33171,33281,33172,33282,OBP2B,29989,NR_110243.2, 
NW_009646201.1,BestRefSeq,exon,32260,32361,32261,32362,OBP2B,29989,NR_110243.2, 
NW_009646201.1,BestRefSeq,exon,31862,31885,31863,31886,OBP2B,29989,NR_110243.2, 
NW_009646201.1,BestRefSeq,exon,31224,31356,31225,31357,OBP2B,29989,NR_110243.2, 
NW_009646201.1,BestRefSeq,transcript,31224,35195,31225,35196,OBP2B,29989,NR_110242.2, 
NW_009646201.1,BestRefSeq,exon,35073,35195,35074,35196,OBP2B,29989,NR_110242.2, 
NW_009646201.1,BestRefSeq,exon,34414,34547,34415,34548,OBP2B,29989,NR_110242.2, 
NW_009646201.1,BestRefSeq,exon,34078,34148,34079,34149,OBP2B,29989,NR_110242.2, 
NW_009646201.1,BestRefSeq,exon,33785,33890,33786,33891,OBP2B,29989,NR_110242.2, 
NW_009646201.1,BestRefSeq,exon,33171,33281,33172,33282,OBP2B,29989,NR_110242.2, 
NW_009646201.1,BestRefSeq,exon,32260,32361,32261,32362,OBP2B,29989,NR_110242.2, 
NW_009646201.1,BestRefSeq,exon,31862,31885,31863,31886,OBP2B,29989,NR_110242.2, 
NW_009646201.1,BestRefSeq,exon,31224,31356,31225,31357,OBP2B,29989,NR_110242.2, 
NW_009646201.1,BestRefSeq,mRNA,31224,35195,31225,35196,OBP2B,29989,NM_014581.4, 
NW_009646201.1,BestRefSeq,exon,35073,35195,35074,35196,OBP2B,29989,NM_014581.4, 
NW_009646201.1,BestRefSeq,exon,34414,34547,34415,34548,OBP2B,29989,NM_014581.4, 
NW_009646201.1,BestRefSeq,exon,34078,34148,34079,34149,OBP2B,29989,NM_014581.4, 
NW_009646201.1,BestRefSeq,exon,33171,33281,33172,33282,OBP2B,29989,NM_014581.4, 
NW_009646201.1,BestRefSeq,exon,32260,32361,32261,32362,OBP2B,29989,NM_014581.4, 
NW_009646201.1,BestRefSeq,exon,31862,31885,31863,31886,OBP2B,29989,NM_014581.4, 
NW_009646201.1,BestRefSeq,exon,31224,31356,31225,31357,OBP2B,29989,NM_014581.4, 
NW_009646201.1,BestRefSeq,CDS,35073,35144,35074,35145,OBP2B,29989,NP_055396.1, 
NW_009646201.1,BestRefSeq,CDS,34414,34547,34415,34548,OBP2B,29989,NP_055396.1, 
NW_009646201.1,BestRefSeq,CDS,34078,34148,34079,34149,OBP2B,29989,NP_055396.1, 
NW_009646201.1,BestRefSeq,CDS,33171,33281,33172,33282,OBP2B,29989,NP_055396.1, 
NW_009646201.1,BestRefSeq,CDS,32260,32361,32261,32362,OBP2B,29989,NP_055396.1, 
NW_009646201.1,BestRefSeq,CDS,31863,31885,31864,31886,OBP2B,29989,NP_055396.1, 
NW_009646201.1,BestRefSeq,mRNA,31224,35195,31225,35196,OBP2B,29989,NM_001288987.2, 
NW_009646201.1,BestRefSeq,exon,35073,35195,35074,35196,OBP2B,29989,NM_001288987.2, 
NW_009646201.1,BestRefSeq,exon,34414,34547,34415,34548,OBP2B,29989,NM_001288987.2, 
NW_009646201.1,BestRefSeq,exon,34078,34148,34079,34149,OBP2B,29989,NM_001288987.2, 
NW_009646201.1,BestRefSeq,exon,33171,33281,33172,33282,OBP2B,29989,NM_001288987.2, 
NW_009646201.1,BestRefSeq,exon,32260,32361,32261,32362,OBP2B,29989,NM_001288987.2, 
NW_009646201.1,BestRefSeq,exon,31862,31885,31863,31886,OBP2B,29989,NM_001288987.2, 
NW_009646201.1,BestRefSeq,exon,31224,31620,31225,31621,OBP2B,29989,NM_001288987.2, 
NW_009646201.1,BestRefSeq,CDS,35073,35144,35074,35145,OBP2B,29989,NP_001275916.1, 
