sequence_id,refseq,region,start_index,end_index,start,end
NW_003871064.1,BestRefSeq,gene,103776,357435,103777,357436 
NW_003871064.1,BestRefSeq,mRNA,103776,357435,103777,357436 
NW_003871064.1,BestRefSeq,exon,357307,357435,357308,357436 
NW_003871064.1,BestRefSeq,exon,356090,356220,356091,356221 
NW_003871064.1,BestRefSeq,exon,344615,344716,344616,344717 
NW_003871064.1,BestRefSeq,exon,339706,339900,339707,339901 
NW_003871064.1,BestRefSeq,exon,336301,336591,336302,336592 
NW_003871064.1,BestRefSeq,exon,331635,331757,331636,331758 
NW_003871064.1,BestRefSeq,exon,306651,306768,306652,306769 
NW_003871064.1,BestRefSeq,exon,273719,273836,273720,273837 
NW_003871064.1,BestRefSeq,exon,258068,258177,258069,258178 
NW_003871064.1,BestRefSeq,exon,242857,243034,242858,243035 
NW_003871064.1,BestRefSeq,exon,223955,224090,223956,224091 
NW_003871064.1,BestRefSeq,exon,158150,158260,158151,158261 
NW_003871064.1,BestRefSeq,exon,145935,146102,145936,146103 
NW_003871064.1,BestRefSeq,exon,103776,104982,103777,104983 
NW_003871064.1,BestRefSeq,CDS,357307,357310,357308,357311 
NW_003871064.1,BestRefSeq,CDS,356090,356220,356091,356221 
NW_003871064.1,BestRefSeq,CDS,344615,344716,344616,344717 
NW_003871064.1,BestRefSeq,CDS,339706,339900,339707,339901 
NW_003871064.1,BestRefSeq,CDS,336301,336591,336302,336592 
NW_003871064.1,BestRefSeq,CDS,331635,331757,331636,331758 
NW_003871064.1,BestRefSeq,CDS,306651,306768,306652,306769 
NW_003871064.1,BestRefSeq,CDS,273719,273836,273720,273837 
NW_003871064.1,BestRefSeq,CDS,258068,258177,258069,258178 
NW_003871064.1,BestRefSeq,CDS,242857,243034,242858,243035 
NW_003871064.1,BestRefSeq,CDS,223955,224090,223956,224091 
NW_003871064.1,BestRefSeq,CDS,158150,158260,158151,158261 
NW_003871064.1,BestRefSeq,CDS,145935,146102,145936,146103 
NW_003871064.1,BestRefSeq,CDS,104761,104982,104762,104983 
NW_003871064.1,BestRefSeq,gene,227152,227227,227153,227228 
NW_003871064.1,BestRefSeq,primary_transcript,227152,227227,227153,227228 
NW_003871064.1,BestRefSeq,exon,227152,227227,227153,227228 
NW_003871064.1,BestRefSeq,miRNA,227166,227184,227167,227185 
