sequence_id,refseq,region,start_index,end_index,start,end
NW_003871070.1,BestRefSeq,gene,8043,90442,8044,90443 
NW_003871070.1,BestRefSeq,transcript,8043,90442,8044,90443 
NW_003871070.1,BestRefSeq,exon,8043,8260,8044,8261 
NW_003871070.1,BestRefSeq,exon,32564,32629,32565,32630 
NW_003871070.1,BestRefSeq,exon,36829,36883,36830,36884 
NW_003871070.1,BestRefSeq,exon,48779,48819,48780,48820 
NW_003871070.1,BestRefSeq,exon,52047,52203,52048,52204 
NW_003871070.1,BestRefSeq,exon,62879,62960,62880,62961 
NW_003871070.1,BestRefSeq,exon,69706,69775,69707,69776 
NW_003871070.1,BestRefSeq,exon,71714,71741,71715,71742 
NW_003871070.1,BestRefSeq,exon,72560,72602,72561,72603 
NW_003871070.1,BestRefSeq,exon,74997,75081,74998,75082 
NW_003871070.1,BestRefSeq,exon,75525,75556,75526,75557 
NW_003871070.1,BestRefSeq,exon,78555,78631,78556,78632 
NW_003871070.1,BestRefSeq,exon,79455,79538,79456,79539 
NW_003871070.1,BestRefSeq,exon,82550,82705,82551,82706 
NW_003871070.1,BestRefSeq,exon,87521,90442,87522,90443 
NW_003871070.1,BestRefSeq,transcript,8043,90442,8044,90443 
NW_003871070.1,BestRefSeq,exon,8043,8260,8044,8261 
NW_003871070.1,BestRefSeq,exon,32564,32629,32565,32630 
NW_003871070.1,BestRefSeq,exon,36829,36878,36830,36879 
NW_003871070.1,BestRefSeq,exon,48779,48819,48780,48820 
NW_003871070.1,BestRefSeq,exon,52047,52203,52048,52204 
NW_003871070.1,BestRefSeq,exon,55624,55787,55625,55788 
NW_003871070.1,BestRefSeq,exon,62879,62960,62880,62961 
NW_003871070.1,BestRefSeq,exon,71714,71741,71715,71742 
NW_003871070.1,BestRefSeq,exon,72560,72602,72561,72603 
NW_003871070.1,BestRefSeq,exon,74997,75081,74998,75082 
NW_003871070.1,BestRefSeq,exon,75525,75556,75526,75557 
NW_003871070.1,BestRefSeq,exon,78555,78631,78556,78632 
NW_003871070.1,BestRefSeq,exon,79455,79538,79456,79539 
NW_003871070.1,BestRefSeq,exon,87521,90442,87522,90443 
NW_003871070.1,BestRefSeq,transcript,8043,90442,8044,90443 
NW_003871070.1,BestRefSeq,exon,8043,8260,8044,8261 
NW_003871070.1,BestRefSeq,exon,32564,32629,32565,32630 
NW_003871070.1,BestRefSeq,exon,36829,36878,36830,36879 
NW_003871070.1,BestRefSeq,exon,48779,48819,48780,48820 
NW_003871070.1,BestRefSeq,exon,52047,52203,52048,52204 
NW_003871070.1,BestRefSeq,exon,62879,62960,62880,62961 
NW_003871070.1,BestRefSeq,exon,69706,69775,69707,69776 
NW_003871070.1,BestRefSeq,exon,71714,71741,71715,71742 
NW_003871070.1,BestRefSeq,exon,72560,72602,72561,72603 
NW_003871070.1,BestRefSeq,exon,74997,75081,74998,75082 
NW_003871070.1,BestRefSeq,exon,75525,75556,75526,75557 
NW_003871070.1,BestRefSeq,exon,78555,78631,78556,78632 
NW_003871070.1,BestRefSeq,exon,79455,79538,79456,79539 
NW_003871070.1,BestRefSeq,exon,82550,82705,82551,82706 
NW_003871070.1,BestRefSeq,exon,87521,90442,87522,90443 
NW_003871070.1,BestRefSeq,transcript,8043,90442,8044,90443 
NW_003871070.1,BestRefSeq,exon,8043,8260,8044,8261 
NW_003871070.1,BestRefSeq,exon,32564,32629,32565,32630 
NW_003871070.1,BestRefSeq,exon,36829,36878,36830,36879 
NW_003871070.1,BestRefSeq,exon,48779,48819,48780,48820 
NW_003871070.1,BestRefSeq,exon,52047,52191,52048,52192 
NW_003871070.1,BestRefSeq,exon,62879,62960,62880,62961 
NW_003871070.1,BestRefSeq,exon,64224,64292,64225,64293 
NW_003871070.1,BestRefSeq,exon,69706,69775,69707,69776 
NW_003871070.1,BestRefSeq,exon,71714,71741,71715,71742 
NW_003871070.1,BestRefSeq,exon,72560,72602,72561,72603 
NW_003871070.1,BestRefSeq,exon,74997,75081,74998,75082 
NW_003871070.1,BestRefSeq,exon,75525,75556,75526,75557 
NW_003871070.1,BestRefSeq,exon,78555,78631,78556,78632 
NW_003871070.1,BestRefSeq,exon,79455,79538,79456,79539 
NW_003871070.1,BestRefSeq,exon,82550,82705,82551,82706 
NW_003871070.1,BestRefSeq,exon,87521,90442,87522,90443 
NW_003871070.1,BestRefSeq,mRNA,8043,90442,8044,90443 
NW_003871070.1,BestRefSeq,exon,8043,8260,8044,8261 
NW_003871070.1,BestRefSeq,exon,32564,32629,32565,32630 
NW_003871070.1,BestRefSeq,exon,36829,36878,36830,36879 
NW_003871070.1,BestRefSeq,exon,48779,48819,48780,48820 
NW_003871070.1,BestRefSeq,exon,52047,52203,52048,52204 
NW_003871070.1,BestRefSeq,exon,55624,55787,55625,55788 
NW_003871070.1,BestRefSeq,exon,62879,62960,62880,62961 
NW_003871070.1,BestRefSeq,exon,64224,64292,64225,64293 
NW_003871070.1,BestRefSeq,exon,69706,69775,69707,69776 
NW_003871070.1,BestRefSeq,exon,71714,71741,71715,71742 
NW_003871070.1,BestRefSeq,exon,72560,72602,72561,72603 
NW_003871070.1,BestRefSeq,exon,74997,75081,74998,75082 
NW_003871070.1,BestRefSeq,exon,75525,75556,75526,75557 
NW_003871070.1,BestRefSeq,exon,78555,78631,78556,78632 
NW_003871070.1,BestRefSeq,exon,79455,79538,79456,79539 
NW_003871070.1,BestRefSeq,exon,82550,82705,82551,82706 
NW_003871070.1,BestRefSeq,exon,87521,90442,87522,90443 
NW_003871070.1,BestRefSeq,CDS,8214,8260,8215,8261 
