sequence_id,refseq,region,start_index,end_index,start,end
NW_004166866.1,BestRefSeq,gene,5098,8678,5099,8679 
NW_004166866.1,BestRefSeq,mRNA,5098,8678,5099,8679 
NW_004166866.1,BestRefSeq,exon,8266,8678,8267,8679 
NW_004166866.1,BestRefSeq,exon,5098,5404,5099,5405 
NW_004166866.1,BestRefSeq,CDS,8266,8589,8267,8590 
NW_004166866.1,BestRefSeq,mRNA,5098,8678,5099,8679 
NW_004166866.1,BestRefSeq,exon,8266,8678,8267,8679 
NW_004166866.1,BestRefSeq,exon,5098,5404,5099,5405 
NW_004166866.1,BestRefSeq,CDS,8266,8589,8267,8590 
NW_004166866.1,RefSeqFE,enhancer,62094,62388,62095,62389 
NW_004166866.1,RefSeqFE,biological_region,62094,62388,62095,62389 
NW_004166866.1,BestRefSeq,gene,86603,131918,86604,131919 
NW_004166866.1,BestRefSeq,mRNA,86603,131918,86604,131919 
NW_004166866.1,BestRefSeq,exon,86603,86762,86604,86763 
NW_004166866.1,BestRefSeq,exon,103036,103701,103037,103702 
NW_004166866.1,BestRefSeq,exon,109548,109662,109549,109663 
NW_004166866.1,BestRefSeq,exon,127065,127150,127066,127151 
NW_004166866.1,BestRefSeq,exon,129246,131918,129247,131919 
NW_004166866.1,BestRefSeq,CDS,86661,86762,86662,86763 
NW_004166866.1,BestRefSeq,CDS,103036,103701,103037,103702 
NW_004166866.1,BestRefSeq,CDS,109548,109662,109549,109663 
NW_004166866.1,BestRefSeq,CDS,127065,127150,127066,127151 
NW_004166866.1,BestRefSeq,CDS,129246,129329,129247,129330 
NW_004166866.1,BestRefSeq,gene,136977,149264,136978,149265 
NW_004166866.1,BestRefSeq,lnc_RNA,136977,149264,136978,149265 
NW_004166866.1,BestRefSeq,exon,149164,149264,149165,149265 
NW_004166866.1,BestRefSeq,exon,144084,144141,144085,144142 
NW_004166866.1,BestRefSeq,exon,139853,139939,139854,139940 
NW_004166866.1,BestRefSeq,exon,136977,137252,136978,137253 
NW_004166866.1,BestRefSeq,gene,161861,310802,161862,310803 
NW_004166866.1,BestRefSeq,mRNA,161861,310802,161862,310803 
NW_004166866.1,BestRefSeq,exon,161861,161900,161862,161901 
NW_004166866.1,BestRefSeq,exon,234444,234500,234445,234501 
NW_004166866.1,BestRefSeq,exon,235273,235352,235274,235353 
NW_004166866.1,BestRefSeq,exon,247680,247837,247681,247838 
NW_004166866.1,BestRefSeq,exon,274284,274474,274285,274475 
NW_004166866.1,BestRefSeq,exon,277452,277663,277453,277664 
NW_004166866.1,BestRefSeq,exon,283181,283348,283182,283349 
NW_004166866.1,BestRefSeq,exon,288509,288625,288510,288626 
NW_004166866.1,BestRefSeq,exon,303718,304188,303719,304189 
NW_004166866.1,BestRefSeq,exon,305642,305759,305643,305760 
NW_004166866.1,BestRefSeq,exon,307727,310802,307728,310803 
NW_004166866.1,BestRefSeq,CDS,234455,234500,234456,234501 
NW_004166866.1,BestRefSeq,CDS,235273,235352,235274,235353 
NW_004166866.1,BestRefSeq,CDS,247680,247837,247681,247838 
NW_004166866.1,BestRefSeq,CDS,274284,274474,274285,274475 
NW_004166866.1,BestRefSeq,CDS,277452,277663,277453,277664 
NW_004166866.1,BestRefSeq,CDS,283181,283348,283182,283349 
NW_004166866.1,BestRefSeq,CDS,288509,288625,288510,288626 
NW_004166866.1,BestRefSeq,CDS,303718,304188,303719,304189 
