sequence_id,refseq,region,start_index,end_index,start,end
NW_003871076.1,BestRefSeq,gene,383,2886,384,2887 
NW_003871076.1,BestRefSeq,mRNA,383,2886,384,2887 
NW_003871076.1,BestRefSeq,exon,383,455,384,456 
NW_003871076.1,BestRefSeq,exon,556,803,557,804 
NW_003871076.1,BestRefSeq,exon,1041,1267,1042,1268 
NW_003871076.1,BestRefSeq,exon,2089,2327,2090,2328 
NW_003871076.1,BestRefSeq,exon,2807,2886,2808,2887 
NW_003871076.1,BestRefSeq,CDS,383,455,384,456 
NW_003871076.1,BestRefSeq,CDS,556,803,557,804 
NW_003871076.1,BestRefSeq,CDS,1041,1267,1042,1268 
NW_003871076.1,BestRefSeq,CDS,2089,2327,2090,2328 
NW_003871076.1,BestRefSeq,CDS,2807,2835,2808,2836 
NW_003871076.1,BestRefSeq,gene,19737,37392,19738,37393 
NW_003871076.1,BestRefSeq,transcript,19737,37392,19738,37393 
NW_003871076.1,BestRefSeq,exon,19737,19916,19738,19917 
NW_003871076.1,BestRefSeq,exon,20029,20192,20030,20193 
NW_003871076.1,BestRefSeq,exon,20610,20708,20611,20709 
NW_003871076.1,BestRefSeq,exon,23212,23424,23213,23425 
NW_003871076.1,BestRefSeq,exon,32363,32429,32364,32430 
NW_003871076.1,BestRefSeq,exon,32820,32910,32821,32911 
NW_003871076.1,BestRefSeq,exon,33538,33602,33539,33603 
NW_003871076.1,BestRefSeq,exon,33748,33853,33749,33854 
NW_003871076.1,BestRefSeq,exon,36593,36682,36594,36683 
NW_003871076.1,BestRefSeq,exon,36906,37038,36907,37039 
NW_003871076.1,BestRefSeq,exon,37137,37392,37138,37393 
NW_003871076.1,BestRefSeq,transcript,19737,37392,19738,37393 
NW_003871076.1,BestRefSeq,exon,19737,19916,19738,19917 
NW_003871076.1,BestRefSeq,exon,20029,20192,20030,20193 
NW_003871076.1,BestRefSeq,exon,20610,20708,20611,20709 
NW_003871076.1,BestRefSeq,exon,32363,32429,32364,32430 
NW_003871076.1,BestRefSeq,exon,32820,32910,32821,32911 
NW_003871076.1,BestRefSeq,exon,33538,33602,33539,33603 
NW_003871076.1,BestRefSeq,exon,33748,33853,33749,33854 
NW_003871076.1,BestRefSeq,exon,34831,34861,34832,34862 
NW_003871076.1,BestRefSeq,exon,36593,36682,36594,36683 
NW_003871076.1,BestRefSeq,exon,36887,37038,36888,37039 
NW_003871076.1,BestRefSeq,exon,37137,37392,37138,37393 
NW_003871076.1,BestRefSeq,transcript,19737,37392,19738,37393 
NW_003871076.1,BestRefSeq,exon,19737,19916,19738,19917 
NW_003871076.1,BestRefSeq,exon,20029,20192,20030,20193 
NW_003871076.1,BestRefSeq,exon,20610,20708,20611,20709 
NW_003871076.1,BestRefSeq,exon,32363,32429,32364,32430 
NW_003871076.1,BestRefSeq,exon,32820,32910,32821,32911 
NW_003871076.1,BestRefSeq,exon,33538,33602,33539,33603 
NW_003871076.1,BestRefSeq,exon,33748,33853,33749,33854 
NW_003871076.1,BestRefSeq,exon,34831,34861,34832,34862 
NW_003871076.1,BestRefSeq,exon,36593,36682,36594,36683 
NW_003871076.1,BestRefSeq,exon,36906,37038,36907,37039 
NW_003871076.1,BestRefSeq,exon,37137,37392,37138,37393 
NW_003871076.1,BestRefSeq,mRNA,19737,37392,19738,37393 
NW_003871076.1,BestRefSeq,exon,19737,19916,19738,19917 
NW_003871076.1,BestRefSeq,exon,20029,20192,20030,20193 
NW_003871076.1,BestRefSeq,exon,20610,20708,20611,20709 
NW_003871076.1,BestRefSeq,exon,32363,32429,32364,32430 
NW_003871076.1,BestRefSeq,exon,32820,32882,32821,32883 
NW_003871076.1,BestRefSeq,exon,33538,33602,33539,33603 
