sequence_id,refseq,region,start_index,end_index,start,end
NW_011332696.1,RefSeq,sequence_feature,0,119503,1,119504 
NW_011332696.1,BestRefSeq,gene,18858,68692,18859,68693 
NW_011332696.1,BestRefSeq,mRNA,18858,68692,18859,68693 
NW_011332696.1,BestRefSeq,exon,18858,18951,18859,18952 
NW_011332696.1,BestRefSeq,exon,20793,20844,20794,20845 
NW_011332696.1,BestRefSeq,exon,46703,46975,46704,46976 
NW_011332696.1,BestRefSeq,exon,48296,48735,48297,48736 
NW_011332696.1,BestRefSeq,exon,56210,56383,56211,56384 
NW_011332696.1,BestRefSeq,exon,59776,59846,59777,59847 
NW_011332696.1,BestRefSeq,exon,63661,63927,63662,63928 
NW_011332696.1,BestRefSeq,exon,67947,68692,67948,68693 
NW_011332696.1,BestRefSeq,CDS,48303,48735,48304,48736 
NW_011332696.1,BestRefSeq,CDS,56210,56383,56211,56384 
NW_011332696.1,BestRefSeq,CDS,59776,59846,59777,59847 
NW_011332696.1,BestRefSeq,CDS,63661,63927,63662,63928 
NW_011332696.1,BestRefSeq,CDS,67947,67985,67948,67986 
NW_011332696.1,BestRefSeq,mRNA,18858,68692,18859,68693 
NW_011332696.1,BestRefSeq,exon,18858,18951,18859,18952 
NW_011332696.1,BestRefSeq,exon,20793,20844,20794,20845 
NW_011332696.1,BestRefSeq,exon,48296,48735,48297,48736 
NW_011332696.1,BestRefSeq,exon,56210,56383,56211,56384 
NW_011332696.1,BestRefSeq,exon,59776,59846,59777,59847 
NW_011332696.1,BestRefSeq,exon,63661,63927,63662,63928 
NW_011332696.1,BestRefSeq,exon,67947,68692,67948,68693 
NW_011332696.1,BestRefSeq,CDS,48303,48735,48304,48736 
NW_011332696.1,BestRefSeq,CDS,56210,56383,56211,56384 
NW_011332696.1,BestRefSeq,CDS,59776,59846,59777,59847 
NW_011332696.1,BestRefSeq,CDS,63661,63927,63662,63928 
NW_011332696.1,BestRefSeq,CDS,67947,67985,67948,67986 
NW_011332696.1,BestRefSeq,mRNA,39936,68692,39937,68693 
NW_011332696.1,BestRefSeq,exon,39936,40134,39937,40135 
NW_011332696.1,BestRefSeq,exon,48296,48735,48297,48736 
NW_011332696.1,BestRefSeq,exon,56210,56383,56211,56384 
NW_011332696.1,BestRefSeq,exon,59776,59846,59777,59847 
NW_011332696.1,BestRefSeq,exon,63661,63927,63662,63928 
NW_011332696.1,BestRefSeq,exon,67947,68692,67948,68693 
NW_011332696.1,BestRefSeq,CDS,48303,48735,48304,48736 
NW_011332696.1,BestRefSeq,CDS,56210,56383,56211,56384 
NW_011332696.1,BestRefSeq,CDS,59776,59846,59777,59847 
NW_011332696.1,BestRefSeq,CDS,63661,63927,63662,63928 
NW_011332696.1,BestRefSeq,CDS,67947,67985,67948,67986 
NW_011332696.1,BestRefSeq,mRNA,40400,68692,40401,68693 
NW_011332696.1,BestRefSeq,exon,40400,40652,40401,40653 
NW_011332696.1,BestRefSeq,exon,48296,48735,48297,48736 
NW_011332696.1,BestRefSeq,exon,56210,56383,56211,56384 
NW_011332696.1,BestRefSeq,exon,59776,59846,59777,59847 
NW_011332696.1,BestRefSeq,exon,63508,63927,63509,63928 
NW_011332696.1,BestRefSeq,exon,67947,68692,67948,68693 
NW_011332696.1,BestRefSeq,CDS,48303,48735,48304,48736 
NW_011332696.1,BestRefSeq,CDS,56210,56383,56211,56384 
NW_011332696.1,BestRefSeq,CDS,59776,59846,59777,59847 
NW_011332696.1,BestRefSeq,CDS,63508,63588,63509,63589 
NW_011332696.1,BestRefSeq,mRNA,40400,68692,40401,68693 
NW_011332696.1,BestRefSeq,exon,40400,40652,40401,40653 
NW_011332696.1,BestRefSeq,exon,48296,48735,48297,48736 
NW_011332696.1,BestRefSeq,exon,56210,56383,56211,56384 
NW_011332696.1,BestRefSeq,exon,59776,59846,59777,59847 
NW_011332696.1,BestRefSeq,exon,63661,63927,63662,63928 
NW_011332696.1,BestRefSeq,exon,67947,68692,67948,68693 
NW_011332696.1,BestRefSeq,CDS,48303,48735,48304,48736 
NW_011332696.1,BestRefSeq,CDS,56210,56383,56211,56384 
NW_011332696.1,BestRefSeq,CDS,59776,59846,59777,59847 
NW_011332696.1,BestRefSeq,CDS,63661,63927,63662,63928 
NW_011332696.1,BestRefSeq,CDS,67947,67985,67948,67986 
NW_011332696.1,Curated Genomic,pseudogene,79979,81168,79980,81169 
NW_011332696.1,BestRefSeq,gene,80949,81033,80950,81034 
NW_011332696.1,BestRefSeq,primary_transcript,80949,81033,80950,81034 
NW_011332696.1,BestRefSeq,exon,80949,81033,80950,81034 
NW_011332696.1,BestRefSeq,miRNA,81003,81028,81004,81029 
NW_011332696.1,BestRefSeq,exon,81003,81028,81004,81029 
NW_011332696.1,BestRefSeq,gene,85022,236041,85023,236042 
NW_011332696.1,BestRefSeq,mRNA,85022,236041,85023,236042 
NW_011332696.1,BestRefSeq,exon,235678,236041,235679,236042 
NW_011332696.1,BestRefSeq,exon,213259,213652,213260,213653 
NW_011332696.1,BestRefSeq,exon,172200,172397,172201,172398 
NW_011332696.1,BestRefSeq,exon,155920,156116,155921,156117 
NW_011332696.1,BestRefSeq,exon,152977,153108,152978,153109 
NW_011332696.1,BestRefSeq,exon,150040,150436,150041,150437 
NW_011332696.1,BestRefSeq,exon,148807,148978,148808,148979 
NW_011332696.1,BestRefSeq,exon,134076,134292,134077,134293 
NW_011332696.1,BestRefSeq,exon,133270,133559,133271,133560 
NW_011332696.1,BestRefSeq,exon,131190,131416,131191,131417 
NW_011332696.1,BestRefSeq,exon,128777,128961,128778,128962 
NW_011332696.1,BestRefSeq,exon,127826,128152,127827,128153 
NW_011332696.1,BestRefSeq,exon,119833,120035,119834,120036 
NW_011332696.1,BestRefSeq,exon,117939,118150,117940,118151 
NW_011332696.1,BestRefSeq,exon,116363,116553,116364,116554 
NW_011332696.1,BestRefSeq,exon,107322,107531,107323,107532 
NW_011332696.1,BestRefSeq,exon,104172,104297,104173,104298 
NW_011332696.1,BestRefSeq,exon,100818,101054,100819,101055 
NW_011332696.1,BestRefSeq,exon,99780,99890,99781,99891 
NW_011332696.1,BestRefSeq,exon,95688,95918,95689,95919 
NW_011332696.1,BestRefSeq,exon,94293,94429,94294,94430 
NW_011332696.1,BestRefSeq,exon,93562,93659,93563,93660 
NW_011332696.1,BestRefSeq,exon,85022,90417,85023,90418 
NW_011332696.1,BestRefSeq,CDS,235678,235732,235679,235733 
NW_011332696.1,BestRefSeq,CDS,213259,213652,213260,213653 
NW_011332696.1,BestRefSeq,CDS,172200,172397,172201,172398 
NW_011332696.1,BestRefSeq,CDS,155920,156116,155921,156117 
NW_011332696.1,BestRefSeq,CDS,152977,153108,152978,153109 
NW_011332696.1,BestRefSeq,CDS,150040,150436,150041,150437 
NW_011332696.1,BestRefSeq,CDS,148807,148978,148808,148979 
NW_011332696.1,BestRefSeq,CDS,134076,134292,134077,134293 
NW_011332696.1,BestRefSeq,CDS,133270,133559,133271,133560 
NW_011332696.1,BestRefSeq,CDS,131190,131416,131191,131417 
NW_011332696.1,BestRefSeq,CDS,128777,128961,128778,128962 
NW_011332696.1,BestRefSeq,CDS,127826,128152,127827,128153 
NW_011332696.1,BestRefSeq,CDS,119833,120035,119834,120036 
NW_011332696.1,BestRefSeq,CDS,117939,118150,117940,118151 
NW_011332696.1,BestRefSeq,CDS,116363,116553,116364,116554 
NW_011332696.1,BestRefSeq,CDS,107322,107531,107323,107532 
NW_011332696.1,BestRefSeq,CDS,104172,104297,104173,104298 
NW_011332696.1,BestRefSeq,CDS,100818,101054,100819,101055 
NW_011332696.1,BestRefSeq,CDS,99780,99890,99781,99891 
NW_011332696.1,BestRefSeq,CDS,95688,95918,95689,95919 
NW_011332696.1,BestRefSeq,CDS,94293,94429,94294,94430 
NW_011332696.1,BestRefSeq,CDS,93562,93659,93563,93660 
NW_011332696.1,BestRefSeq,CDS,90123,90417,90124,90418 
NW_011332696.1,RefSeq,sequence_feature,119504,119893,119505,119894 
NW_011332696.1,RefSeq,sequence_feature,119894,190649,119895,190650 
NW_011332696.1,Curated Genomic,pseudogene,124220,124801,124221,124802 
NW_011332696.1,Curated Genomic,pseudogene,167894,169863,167895,169864 
NW_011332696.1,RefSeq,sequence_feature,190650,332645,190651,332646 
NW_011332696.1,Curated Genomic,pseudogene,195671,195774,195672,195775 
NW_011332696.1,Gnomon,pseudogene,217711,218427,217712,218428 
NW_011332696.1,Gnomon,exon,217711,218427,217712,218428 
NW_011332696.1,Curated Genomic,pseudogene,258224,258326,258225,258327 
NW_011332696.1,BestRefSeq,gene,295053,319239,295054,319240 
