sequence_id,refseq,region,start_index,end_index,start,end
NW_013171809.1,RefSeq,sequence_feature,0,16456,1,16457 
NW_013171809.1,BestRefSeq,gene,38588,100407,38589,100408 
NW_013171809.1,BestRefSeq,transcript,38588,100407,38589,100408 
NW_013171809.1,BestRefSeq,exon,38588,38608,38589,38609 
NW_013171809.1,BestRefSeq,exon,46797,46814,46798,46815 
NW_013171809.1,BestRefSeq,exon,53567,53588,53568,53589 
NW_013171809.1,BestRefSeq,exon,56558,56978,56559,56979 
NW_013171809.1,BestRefSeq,exon,78148,78222,78149,78223 
NW_013171809.1,BestRefSeq,exon,83590,83745,83591,83746 
NW_013171809.1,BestRefSeq,exon,89264,89436,89265,89437 
NW_013171809.1,BestRefSeq,exon,91917,91928,91918,91929 
NW_013171809.1,BestRefSeq,exon,100117,100407,100118,100408 
NW_013171809.1,BestRefSeq,transcript,38588,100407,38589,100408 
NW_013171809.1,BestRefSeq,exon,38588,38608,38589,38609 
NW_013171809.1,BestRefSeq,exon,46797,46814,46798,46815 
NW_013171809.1,BestRefSeq,exon,53567,53588,53568,53589 
NW_013171809.1,BestRefSeq,exon,56558,56978,56559,56979 
NW_013171809.1,BestRefSeq,exon,78148,78222,78149,78223 
NW_013171809.1,BestRefSeq,exon,83590,83745,83591,83746 
NW_013171809.1,BestRefSeq,exon,89264,89436,89265,89437 
NW_013171809.1,BestRefSeq,exon,100117,100407,100118,100408 
NW_013171809.1,BestRefSeq,mRNA,56558,100407,56559,100408 
NW_013171809.1,BestRefSeq,exon,56558,56978,56559,56979 
NW_013171809.1,BestRefSeq,exon,78148,78222,78149,78223 
NW_013171809.1,BestRefSeq,exon,83590,83745,83591,83746 
NW_013171809.1,BestRefSeq,exon,85613,85696,85614,85697 
NW_013171809.1,BestRefSeq,exon,89264,89434,89265,89435 
NW_013171809.1,BestRefSeq,exon,91917,91919,91918,91920 
NW_013171809.1,BestRefSeq,exon,91922,91927,91923,91928 
NW_013171809.1,BestRefSeq,exon,100117,100407,100118,100408 
NW_013171809.1,BestRefSeq,CDS,56558,56978,56559,56979 
NW_013171809.1,BestRefSeq,CDS,78148,78222,78149,78223 
NW_013171809.1,BestRefSeq,CDS,83590,83745,83591,83746 
NW_013171809.1,BestRefSeq,CDS,85613,85696,85614,85697 
NW_013171809.1,BestRefSeq,CDS,89264,89434,89265,89435 
