sequence_id,refseq,region,start_index,end_index,start,end
NT_187586.1,RefSeq,sequence_feature,0,72952,1,72953 
NT_187586.1,BestRefSeq,gene,3533,21039,3534,21040 
NT_187586.1,BestRefSeq,transcript,3533,21039,3534,21040 
NT_187586.1,BestRefSeq,exon,3533,3617,3534,3618 
NT_187586.1,BestRefSeq,exon,8725,8792,8726,8793 
NT_187586.1,BestRefSeq,exon,16579,16713,16580,16714 
NT_187586.1,BestRefSeq,exon,17060,17110,17061,17111 
NT_187586.1,BestRefSeq,exon,17839,17952,17840,17953 
NT_187586.1,BestRefSeq,exon,18169,18287,18170,18288 
NT_187586.1,BestRefSeq,exon,19040,19154,19041,19155 
NT_187586.1,BestRefSeq,exon,19228,19373,19229,19374 
NT_187586.1,BestRefSeq,exon,19523,19708,19524,19709 
NT_187586.1,BestRefSeq,exon,20060,20282,20061,20283 
NT_187586.1,BestRefSeq,exon,20761,21039,20762,21040 
NT_187586.1,BestRefSeq,mRNA,3533,21039,3534,21040 
NT_187586.1,BestRefSeq,exon,3533,3617,3534,3618 
NT_187586.1,BestRefSeq,exon,8725,8792,8726,8793 
NT_187586.1,BestRefSeq,exon,16531,16713,16532,16714 
NT_187586.1,BestRefSeq,exon,17060,17110,17061,17111 
NT_187586.1,BestRefSeq,exon,17839,17952,17840,17953 
NT_187586.1,BestRefSeq,exon,18169,18287,18170,18288 
NT_187586.1,BestRefSeq,exon,19040,19154,19041,19155 
NT_187586.1,BestRefSeq,exon,19228,19373,19229,19374 
NT_187586.1,BestRefSeq,exon,19523,19708,19524,19709 
NT_187586.1,BestRefSeq,exon,20060,21039,20061,21040 
NT_187586.1,BestRefSeq,CDS,3533,3617,3534,3618 
NT_187586.1,BestRefSeq,CDS,8725,8792,8726,8793 
NT_187586.1,BestRefSeq,CDS,16531,16713,16532,16714 
NT_187586.1,BestRefSeq,CDS,17060,17110,17061,17111 
NT_187586.1,BestRefSeq,CDS,17839,17952,17840,17953 
NT_187586.1,BestRefSeq,CDS,18169,18287,18170,18288 
NT_187586.1,BestRefSeq,CDS,19040,19154,19041,19155 
NT_187586.1,BestRefSeq,CDS,19228,19373,19229,19374 
NT_187586.1,BestRefSeq,CDS,19523,19708,19524,19709 
NT_187586.1,BestRefSeq,CDS,20060,20222,20061,20223 
NT_187586.1,BestRefSeq,mRNA,3533,21039,3534,21040 
NT_187586.1,BestRefSeq,exon,3533,3617,3534,3618 
NT_187586.1,BestRefSeq,exon,8725,8792,8726,8793 
NT_187586.1,BestRefSeq,exon,16579,16713,16580,16714 
NT_187586.1,BestRefSeq,exon,17060,17110,17061,17111 
NT_187586.1,BestRefSeq,exon,17839,17952,17840,17953 
NT_187586.1,BestRefSeq,exon,18169,18287,18170,18288 
NT_187586.1,BestRefSeq,exon,19040,19154,19041,19155 
NT_187586.1,BestRefSeq,exon,19228,19373,19229,19374 
NT_187586.1,BestRefSeq,exon,19523,19708,19524,19709 
NT_187586.1,BestRefSeq,exon,20060,21039,20061,21040 
NT_187586.1,BestRefSeq,CDS,3533,3617,3534,3618 
NT_187586.1,BestRefSeq,CDS,8725,8792,8726,8793 
NT_187586.1,BestRefSeq,CDS,16579,16713,16580,16714 
NT_187586.1,BestRefSeq,CDS,17060,17110,17061,17111 
NT_187586.1,BestRefSeq,CDS,17839,17952,17840,17953 
NT_187586.1,BestRefSeq,CDS,18169,18287,18170,18288 
NT_187586.1,BestRefSeq,CDS,19040,19154,19041,19155 
NT_187586.1,BestRefSeq,CDS,19228,19373,19229,19374 
NT_187586.1,BestRefSeq,CDS,19523,19708,19524,19709 
NT_187586.1,BestRefSeq,CDS,20060,20222,20061,20223 
NT_187586.1,BestRefSeq,mRNA,3533,21039,3534,21040 
NT_187586.1,BestRefSeq,exon,3533,3617,3534,3618 
NT_187586.1,BestRefSeq,exon,8725,8792,8726,8793 
NT_187586.1,BestRefSeq,exon,16579,16713,16580,16714 
NT_187586.1,BestRefSeq,exon,17060,17110,17061,17111 
NT_187586.1,BestRefSeq,exon,17839,17952,17840,17953 
NT_187586.1,BestRefSeq,exon,18169,18287,18170,18288 
NT_187586.1,BestRefSeq,exon,19040,19154,19041,19155 
NT_187586.1,BestRefSeq,exon,19228,19373,19229,19374 
NT_187586.1,BestRefSeq,exon,19523,19708,19524,19709 
NT_187586.1,BestRefSeq,exon,20060,21039,20061,21040 
NT_187586.1,BestRefSeq,CDS,3533,3617,3534,3618 
NT_187586.1,BestRefSeq,CDS,8725,8792,8726,8793 
NT_187586.1,BestRefSeq,CDS,16579,16713,16580,16714 
NT_187586.1,BestRefSeq,CDS,17060,17110,17061,17111 
NT_187586.1,BestRefSeq,CDS,17839,17952,17840,17953 
NT_187586.1,BestRefSeq,CDS,18169,18287,18170,18288 
NT_187586.1,BestRefSeq,CDS,19040,19154,19041,19155 
NT_187586.1,BestRefSeq,CDS,19228,19373,19229,19374 
NT_187586.1,BestRefSeq,CDS,19523,19708,19524,19709 
NT_187586.1,BestRefSeq,CDS,20060,20222,20061,20223 
NT_187586.1,BestRefSeq,mRNA,8723,21039,8724,21040 
NT_187586.1,BestRefSeq,exon,8723,8792,8724,8793 
NT_187586.1,BestRefSeq,exon,16579,16713,16580,16714 
NT_187586.1,BestRefSeq,exon,17060,17110,17061,17111 
NT_187586.1,BestRefSeq,exon,17839,17952,17840,17953 
NT_187586.1,BestRefSeq,exon,18169,18287,18170,18288 
NT_187586.1,BestRefSeq,exon,19040,19154,19041,19155 
NT_187586.1,BestRefSeq,exon,19228,19373,19229,19374 
NT_187586.1,BestRefSeq,exon,19523,19708,19524,19709 
NT_187586.1,BestRefSeq,exon,20060,21039,20061,21040 
NT_187586.1,BestRefSeq,CDS,17845,17952,17846,17953 
NT_187586.1,BestRefSeq,CDS,18169,18287,18170,18288 
NT_187586.1,BestRefSeq,CDS,19040,19154,19041,19155 
NT_187586.1,BestRefSeq,CDS,19228,19373,19229,19374 
NT_187586.1,BestRefSeq,CDS,19523,19708,19524,19709 
NT_187586.1,BestRefSeq,CDS,20060,20222,20061,20223 
NT_187586.1,BestRefSeq,gene,24155,36882,24156,36883 
NT_187586.1,BestRefSeq,mRNA,24155,36882,24156,36883 
NT_187586.1,BestRefSeq,exon,36753,36882,36754,36883 
NT_187586.1,BestRefSeq,exon,31702,31821,31703,31822 
NT_187586.1,BestRefSeq,exon,30124,30294,30125,30295 
NT_187586.1,BestRefSeq,exon,29469,29639,29470,29640 
NT_187586.1,BestRefSeq,exon,28655,28825,28656,28826 
NT_187586.1,BestRefSeq,exon,28403,28573,28404,28574 
NT_187586.1,BestRefSeq,exon,28097,28267,28098,28268 
NT_187586.1,BestRefSeq,exon,27611,27781,27612,27782 
NT_187586.1,BestRefSeq,exon,24523,24693,24524,24694 
NT_187586.1,BestRefSeq,exon,24155,24418,24156,24419 
NT_187586.1,BestRefSeq,CDS,31702,31802,31703,31803 
NT_187586.1,BestRefSeq,CDS,30124,30294,30125,30295 
NT_187586.1,BestRefSeq,CDS,29469,29639,29470,29640 
NT_187586.1,BestRefSeq,CDS,28655,28825,28656,28826 
NT_187586.1,BestRefSeq,CDS,28403,28573,28404,28574 
NT_187586.1,BestRefSeq,CDS,28097,28267,28098,28268 
NT_187586.1,BestRefSeq,CDS,27611,27781,27612,27782 
NT_187586.1,BestRefSeq,CDS,24523,24693,24524,24694 
NT_187586.1,BestRefSeq,CDS,24331,24418,24332,24419 
NT_187586.1,BestRefSeq,mRNA,24155,36882,24156,36883 
NT_187586.1,BestRefSeq,exon,36753,36882,36754,36883 
NT_187586.1,BestRefSeq,exon,31702,31889,31703,31890 
NT_187586.1,BestRefSeq,exon,30124,30294,30125,30295 
NT_187586.1,BestRefSeq,exon,29469,29639,29470,29640 
NT_187586.1,BestRefSeq,exon,28655,28825,28656,28826 
NT_187586.1,BestRefSeq,exon,28403,28573,28404,28574 
NT_187586.1,BestRefSeq,exon,28097,28267,28098,28268 
NT_187586.1,BestRefSeq,exon,27611,27781,27612,27782 
NT_187586.1,BestRefSeq,exon,24523,24693,24524,24694 
NT_187586.1,BestRefSeq,exon,24155,24418,24156,24419 
NT_187586.1,BestRefSeq,CDS,31702,31802,31703,31803 
NT_187586.1,BestRefSeq,CDS,30124,30294,30125,30295 
NT_187586.1,BestRefSeq,CDS,29469,29639,29470,29640 
NT_187586.1,BestRefSeq,CDS,28655,28825,28656,28826 
NT_187586.1,BestRefSeq,CDS,28403,28573,28404,28574 
NT_187586.1,BestRefSeq,CDS,28097,28267,28098,28268 
NT_187586.1,BestRefSeq,CDS,27611,27781,27612,27782 
NT_187586.1,BestRefSeq,CDS,24523,24693,24524,24694 
NT_187586.1,BestRefSeq,CDS,24331,24418,24332,24419 
NT_187586.1,BestRefSeq,mRNA,24155,36882,24156,36883 
NT_187586.1,BestRefSeq,exon,36753,36882,36754,36883 
NT_187586.1,BestRefSeq,exon,34464,34636,34465,34637 
NT_187586.1,BestRefSeq,exon,31702,31821,31703,31822 
NT_187586.1,BestRefSeq,exon,30124,30294,30125,30295 
NT_187586.1,BestRefSeq,exon,29469,29639,29470,29640 
NT_187586.1,BestRefSeq,exon,28655,28825,28656,28826 
NT_187586.1,BestRefSeq,exon,28403,28573,28404,28574 
NT_187586.1,BestRefSeq,exon,28097,28267,28098,28268 
NT_187586.1,BestRefSeq,exon,27611,27781,27612,27782 
NT_187586.1,BestRefSeq,exon,24523,24693,24524,24694 
NT_187586.1,BestRefSeq,exon,24155,24418,24156,24419 
NT_187586.1,BestRefSeq,CDS,31702,31802,31703,31803 
NT_187586.1,BestRefSeq,CDS,30124,30294,30125,30295 
