sequence_id,refseq,region,start_index,end_index,start,end
NW_017852933.1,RefSeq,sequence_feature,0,111901,1,111902 
NW_017852933.1,BestRefSeq,gene,2485,4306,2486,4307 
NW_017852933.1,BestRefSeq,transcript,2485,4306,2486,4307 
NW_017852933.1,BestRefSeq,exon,2485,2622,2486,2623 
NW_017852933.1,BestRefSeq,exon,3165,4306,3166,4307 
NW_017852933.1,BestRefSeq,mRNA,3150,4306,3151,4307 
NW_017852933.1,BestRefSeq,exon,3150,4306,3151,4307 
NW_017852933.1,BestRefSeq,CDS,3150,3246,3151,3247 
NW_017852933.1,BestRefSeq,mRNA,3150,4306,3151,4307 
NW_017852933.1,BestRefSeq,exon,3150,4306,3151,4307 
NW_017852933.1,BestRefSeq,CDS,3150,3246,3151,3247 
NW_017852933.1,BestRefSeq,mRNA,3150,4306,3151,4307 
NW_017852933.1,BestRefSeq,exon,3150,4306,3151,4307 
NW_017852933.1,BestRefSeq,CDS,3150,3246,3151,3247 
NW_017852933.1,BestRefSeq,mRNA,3150,4306,3151,4307 
NW_017852933.1,BestRefSeq,exon,3150,4306,3151,4307 
NW_017852933.1,BestRefSeq,CDS,3150,3246,3151,3247 
NW_017852933.1,BestRefSeq,mRNA,3155,4306,3156,4307 
NW_017852933.1,BestRefSeq,exon,3155,3161,3156,3162 
NW_017852933.1,BestRefSeq,exon,3163,4306,3164,4307 
NW_017852933.1,BestRefSeq,CDS,3155,3161,3156,3162 
NW_017852933.1,BestRefSeq,CDS,3163,3172,3164,3173 
NW_017852933.1,BestRefSeq,mRNA,3155,4306,3156,4307 
NW_017852933.1,BestRefSeq,exon,3155,3161,3156,3162 
NW_017852933.1,BestRefSeq,exon,3163,4306,3164,4307 
NW_017852933.1,BestRefSeq,CDS,3155,3161,3156,3162 
NW_017852933.1,BestRefSeq,CDS,3163,3172,3164,3173 
NW_017852933.1,BestRefSeq,gene,21140,38200,21141,38201 
NW_017852933.1,BestRefSeq,transcript,21140,35264,21141,35265 
NW_017852933.1,BestRefSeq,exon,35176,35264,35177,35265 
NW_017852933.1,BestRefSeq,exon,34997,35085,34998,35086 
NW_017852933.1,BestRefSeq,exon,33799,33882,33800,33883 
NW_017852933.1,BestRefSeq,exon,33321,33415,33322,33416 
NW_017852933.1,BestRefSeq,exon,30528,30680,30529,30681 
NW_017852933.1,BestRefSeq,exon,29421,29465,29422,29466 
NW_017852933.1,BestRefSeq,exon,29110,29274,29111,29275 
NW_017852933.1,BestRefSeq,exon,27998,28094,27999,28095 
NW_017852933.1,BestRefSeq,exon,27720,27901,27721,27902 
NW_017852933.1,BestRefSeq,exon,26815,26941,26816,26942 
NW_017852933.1,BestRefSeq,exon,25794,25981,25795,25982 
NW_017852933.1,BestRefSeq,exon,25622,25713,25623,25714 
NW_017852933.1,BestRefSeq,exon,25396,25520,25397,25521 
NW_017852933.1,BestRefSeq,exon,25059,25248,25060,25249 
NW_017852933.1,BestRefSeq,exon,23433,23568,23434,23569 
NW_017852933.1,BestRefSeq,exon,22469,22552,22470,22553 
NW_017852933.1,BestRefSeq,exon,21456,21539,21457,21540 
NW_017852933.1,BestRefSeq,exon,21140,21312,21141,21313 
NW_017852933.1,BestRefSeq,mRNA,21140,35264,21141,35265 
NW_017852933.1,BestRefSeq,exon,35176,35264,35177,35265 
NW_017852933.1,BestRefSeq,exon,34997,35085,34998,35086 
NW_017852933.1,BestRefSeq,exon,33799,33882,33800,33883 
NW_017852933.1,BestRefSeq,exon,33321,33415,33322,33416 
NW_017852933.1,BestRefSeq,exon,30528,30680,30529,30681 
NW_017852933.1,BestRefSeq,exon,29421,29465,29422,29466 
NW_017852933.1,BestRefSeq,exon,29110,29274,29111,29275 
NW_017852933.1,BestRefSeq,exon,27998,28094,27999,28095 
NW_017852933.1,BestRefSeq,exon,27720,27901,27721,27902 
NW_017852933.1,BestRefSeq,exon,26815,26941,26816,26942 
NW_017852933.1,BestRefSeq,exon,25794,25981,25795,25982 
NW_017852933.1,BestRefSeq,exon,25622,25713,25623,25714 
NW_017852933.1,BestRefSeq,exon,25396,25493,25397,25494 
NW_017852933.1,BestRefSeq,exon,25059,25248,25060,25249 
NW_017852933.1,BestRefSeq,exon,23433,23568,23434,23569 
NW_017852933.1,BestRefSeq,exon,23260,23356,23261,23357 
NW_017852933.1,BestRefSeq,exon,22469,22552,22470,22553 
NW_017852933.1,BestRefSeq,exon,21456,21539,21457,21540 
NW_017852933.1,BestRefSeq,exon,21140,21312,21141,21313 
NW_017852933.1,BestRefSeq,CDS,35176,35237,35177,35238 
NW_017852933.1,BestRefSeq,CDS,34997,35085,34998,35086 
